Nivel de riesgo,Score riesgo,Alias,No. Serie,Marca,Modelo,Distribuidor,Estado,Horómetro,Edad equipo,Total servicios,Cerrados,Cerrada fuera,Pendientes,Backlog,Atraso máx hrs,Atraso prom hrs,T. Encendido hrs,Distancia,Última fecha mant.,Motivo clasificación
Alto,43.6,AGROCISA - HFJ184436,HFJ184436-608670,CASE IH,FARMALL JX90,AGROCISAGRAL,Guanajuato,568.5,3,4,1,1,2,3,268,268.0,3.4,0.1,2024-10-01 22:33:00,3 servicio(s) pendiente/fuera
Alto,43.5,862407062103928,4100552M-002145525,NEW HOLLAND AG,TS6.120 ELITE,TRACSAGRAL,Jalisco,402.7,2,3,0,0,3,3,352,227.0,0.0,0.0,2025-05-06 21:47:00,3 servicio(s) pendiente/fuera; atraso máx. 352 hrs
Alto,43.5,866392069079329,4100358M-002034696,NEW HOLLAND AG,TS6.120 ELITE,MADISAGRAL,Guanajuato,345.3,3,3,0,1,2,3,295,170.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,43.5,AGROCISA - HFJ184248,HFJ184248-601004,CASE IH,FARMALL JX110,AGROCISAGRAL,Michoacan de Ocampo,564.6,3,4,1,1,2,3,264,264.0,0.1,0.1,2024-02-06 22:50:00,3 servicio(s) pendiente/fuera
Alto,43.5,AGROCISA - 866016064467615,HFJ185247-631095,CASE IH,FARMALL JX110,AGROCISAGRAL,Jalisco,563.9,3,4,1,1,2,3,263,263.0,0.0,0.0,2025-11-07 09:36:00,3 servicio(s) pendiente/fuera
Alto,43.5,TRACSA - S508439M,S508439M-8108176,NEW HOLLAND AG,7610S HERENCIA,TRACSAGRAL,Jalisco,563.5,3,3,0,0,3,3,263,263.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,43.5,862407060164948,NH10909M-002111353,NEW HOLLAND AG,TS6.120,TEPSA,Puebla,755.2,2,3,1,0,2,2,705,430.0,0.0,0.0,2025-12-11 16:44:00,2 servicio(s) pendiente/fuera; atraso máx. 705 hrs
Alto,43.3,862407060149337,S509143M-8127563,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,748.7,2,4,2,1,1,2,698,698.0,5.8,15.2,2024-06-08 20:16:00,2 servicio(s) pendiente/fuera; atraso máx. 698 hrs
Alto,43.3,ENAGRI - 866016064408379,S508918M-8121167,NEW HOLLAND AG,7610S HERENCIA,ENAGRI,Nayarit,688.1,3,3,1,0,2,2,639,514.0,7.5,16.1,2025-12-11 12:55:00,2 servicio(s) pendiente/fuera; atraso máx. 639 hrs
Alto,43.2,862407061496307,S204805M-8123655,NEW HOLLAND AG,6610S HERENCIA,ATN,Guanajuato,743.4,2,4,2,1,1,2,695,695.0,1.3,0.2,2024-04-10 19:15:00,2 servicio(s) pendiente/fuera; atraso máx. 695 hrs
Alto,43.1,862407061589747,HFJ186195-666792,CASE IH,FARMALL JX100,altenos,Mexico,611.4,2,5,2,1,2,3,311,311.0,8.0,10.6,,3 servicio(s) pendiente/fuera; atraso máx. 311 hrs
Alto,43.0,ENAGRI - S402660M,S402660M-8085258,NEW HOLLAND AG,7610S,ENAGRI,Nayarit,870.6,2,3,0,0,3,3,270,270.0,0.0,0.0,2024-05-11 10:40:00,3 servicio(s) pendiente/fuera
Alto,43.0,ATN-4100135M-001963909,4100135M,NEW HOLLAND AG,TS6.125,ATN,Coahuila de Zaragoza,546.6,3,3,0,1,2,3,246,246.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,43.0,TRACTIESA - S306351M,S306351M-8089618,NEW HOLLAND AG,6610S HERENCIA,TRACTIESA,Guerrero,754.3,4,4,1,1,2,3,154,154.0,0.0,0.0,2024-05-11 10:16:00,3 servicio(s) pendiente/fuera
Alto,42.9,866392061524454,NH10307M-001965113,NEW HOLLAND AG,TS6.110,Desconocido,Desconocido,0.0,4,3,0,0,3,3,248,248.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,42.8,ARBSA - S402734M,S402734M-8093494,NEW HOLLAND AG,7610S HERENCIA,ARBSA,Sonora,1275.7,4,6,3,1,2,3,75,75.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,42.7,862407061699801,S509588M-6306529,NEW HOLLAND AG,7610S HERENCIA,altenos,Jalisco,595.7,2,4,1,1,2,3,296,296.0,0.0,0.0,2025-01-06 08:52:00,3 servicio(s) pendiente/fuera
Alto,42.6,MADISA-S507850M,S507850M-8093771,NEW HOLLAND AG,7610S HERENCIA,MADISAGRAL,Puebla,1005.6,4,4,1,0,3,3,105,105.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,42.4,862407060168758,5801545M-728420523,NEW HOLLAND AG,7810,TAPSA,Puebla,363.0,2,3,0,0,3,3,313,188.0,1.3,12.2,,3 servicio(s) pendiente/fuera; atraso máx. 313 hrs
Alto,42.4,TEPSA - NH10409M,NH10409M-001928586,NEW HOLLAND AG,TS6.140,TEPSA,Aguascalientes,527.1,3,3,0,1,2,3,227,227.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,42.4,AGROEQUIPOS - S507562M,S507562M-8089514,NEW HOLLAND AG,7610S HERENCIA,AGROEQUIPOS,Chiapas,671.4,5,3,0,0,3,3,72,72.0,7.8,40.3,2025-12-12 10:59:00,3 servicio(s) pendiente/fuera
Alto,42.3,862407062066570,HFJ186231-667903,CASE IH,95JX,TEPSA,Puebla,362.1,2,3,0,1,2,3,312,187.0,0.0,0.0,,3 servicio(s) pendiente/fuera; atraso máx. 312 hrs
Alto,42.3,MADISA 866016064537961,S508989M-8125653,NEW HOLLAND AG,7610S HERENCIA,MADISAGRAL,Puebla,303.8,3,3,0,1,2,3,253,128.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,42.3,MADISA - 866392068843501,S306892M-8117616,NEW HOLLAND AG,6610S HERENCIA,MADISAGRAL,Quintana Roo,302.1,3,3,0,0,3,3,253,253.0,0.0,0.0,2024-04-10 19:41:00,3 servicio(s) pendiente/fuera
Alto,42.2,TRACSA - S508121M,S508121M,NEW HOLLAND AG,7610S HERENCIA,TRACSAGRAL,Jalisco,726.6,4,3,0,0,3,3,126,126.0,0.1,0.2,,3 servicio(s) pendiente/fuera
Alto,42.2,TRACSA - 5800430M,5800430M,NEW HOLLAND AG,6810,TRACSAGRAL,Michoacan de Ocampo,930.1,5,4,1,0,3,3,30,30.0,0.0,0.0,2025-11-07 16:23:00,3 servicio(s) pendiente/fuera
Alto,42.1,862407061828962,S509589M-6306531,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,352.4,2,3,0,1,2,3,304,179.0,4.2,2.1,2025-11-07 11:10:00,3 servicio(s) pendiente/fuera; atraso máx. 304 hrs
Alto,42.1,MADISA-S306755M-8109804,S306755M-8109804,NEW HOLLAND AG,6610S HERENCIA,MADISAGRAL,Campeche,778.2,3,3,0,0,3,3,179,179.0,4.4,9.8,,3 servicio(s) pendiente/fuera
Alto,42.0,TRACSA - S508304M,S508304M-8103370,NEW HOLLAND AG,7610S HERENCIA,TRACSAGRAL,San Luis Potosi,776.9,3,3,0,0,3,3,176,176.0,0.0,0.0,2024-08-06 19:09:00,3 servicio(s) pendiente/fuera
Alto,42.0,DASSA - S402714M,S402714M-8093493,NEW HOLLAND AG,7610S HERENCIA,DASSA,Sinaloa,719.8,4,3,0,0,3,3,119,119.0,0.0,0.0,2024-05-11 12:26:00,3 servicio(s) pendiente/fuera
Alto,42.0,TRACSA - S306305M,S306305M,NEW HOLLAND AG,6610S HERENCIA,TRACSAGRAL,Zacatecas,716.0,4,3,0,0,3,3,116,116.0,0.0,0.0,2024-04-10 19:13:00,3 servicio(s) pendiente/fuera
Alto,41.9,862407061589945,S509530M-6306450,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Veracruz de Ignacio de la Llave,346.6,2,3,0,1,2,3,296,171.0,2.4,3.6,2025-01-09 09:38:00,3 servicio(s) pendiente/fuera
Alto,41.9,862407061540443,5801650M-727427955,NEW HOLLAND AG,6810,TEPSA,Veracruz de Ignacio de la Llave,699.5,2,3,1,0,2,2,650,375.0,0.0,0.0,2025-07-12 07:57:00,2 servicio(s) pendiente/fuera; atraso máx. 650 hrs
Alto,41.8,862407062143395,5801830M-728436495,NEW HOLLAND AG,7810,ATN,Zacatecas,562.6,2,4,1,1,2,3,262,262.0,0.0,0.0,2025-12-03 07:31:00,3 servicio(s) pendiente/fuera
Alto,41.8,MAQUIRENT - HFJ182988,HFJ182988-566753,CASE IH,FARMALL JX90,MAQUIRENT,Oaxaca,712.3,4,3,0,0,3,3,112,112.0,0.0,0.0,2024-06-08 21:46:00,3 servicio(s) pendiente/fuera
Alto,41.7,AGROCISA - 4100287M,4100287M-002045619,NEW HOLLAND AG,TS6.140,AGROCISAGRAL,Michoacan de Ocampo,282.1,3,3,0,1,2,3,232,232.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,41.7,ALTENOS - S204752M,S204752M-8116086,NEW HOLLAND AG,6610S HERENCIA,TRIOSA,Oaxaca,282.6,3,3,0,0,3,3,232,232.0,0.0,0.0,2024-06-08 20:16:00,3 servicio(s) pendiente/fuera
Alto,41.5,TRACSA - NH09992M,NH09992M,NEW HOLLAND AG,TS6.110,TRACSAGRAL,Durango,701.5,4,3,0,0,3,3,101,101.0,0.0,0.0,2024-06-08 20:29:00,3 servicio(s) pendiente/fuera
Alto,41.4,862407061736603,S403019M-8133164,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,680.3,2,4,2,1,1,2,631,631.0,10.8,35.5,2025-08-12 21:57:00,2 servicio(s) pendiente/fuera; atraso máx. 631 hrs
Alto,41.2,ATC - 866392068722408,S306901M-8119820,NEW HOLLAND AG,6610S HERENCIA,ATC,San Luis Potosi,264.6,3,3,0,1,2,3,214,214.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,41.2,ATN - 5801062M,5801062M,NEW HOLLAND AG,7810,ATN,Durango,953.6,4,4,1,0,3,3,53,53.0,0.0,0.0,2024-07-02 13:10:00,3 servicio(s) pendiente/fuera
Alto,41.1,TEPSA - NH10010M,NH10010M-001872582,NEW HOLLAND AG,TS6.125,TEPSA,Puebla,1325.6,4,6,3,1,2,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,41.0,ATN - 866016064478281,S509007M-8126622,NEW HOLLAND AG,7610S HERENCIA,ATN,Durango,256.0,3,3,0,0,3,3,205,205.0,0.0,0.0,2024-04-10 20:13:00,3 servicio(s) pendiente/fuera
Alto,40.8,TAPSA - S306699M,S306699M-8108200,NEW HOLLAND AG,6610S HERENCIA,TAPSA,Puebla,248.3,3,3,0,0,3,3,198,198.0,0.0,0.0,2024-05-12 10:08:00,3 servicio(s) pendiente/fuera
Alto,40.8,48-P023134-7610S,S402568M-8076371,NEW HOLLAND AG,Desconocido,MADISAGRAL,Hidalgo,745.0,5,5,2,0,3,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,40.5,TEPSA - S204643M,S204643M-8101303,NEW HOLLAND AG,6610S HERENCIA,TEPSA,Puebla,399.6,4,3,0,1,2,3,99,99.0,0.0,0.0,2024-09-06 08:47:00,3 servicio(s) pendiente/fuera
Alto,40.5,TRACTIESA - S306425M,S306425M-8094674,NEW HOLLAND AG,6610S HERENCIA,TRACTIESA,Mexico,399.1,4,3,0,1,2,3,99,99.0,0.0,0.0,2024-06-08 20:23:00,3 servicio(s) pendiente/fuera
Alto,40.5,211759 (6610)/MAD. SUR,S35471M-8054235,NEW HOLLAND AG,6610S,MADISAGRAL,Durango,646.3,5,5,2,0,3,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,40.4,862407061485391,S509191M-8129142,NEW HOLLAND AG,7610S HERENCIA,ATN,Guanajuato,292.4,2,3,0,1,2,3,242,242.0,5.5,15.5,2025-04-11 13:29:00,3 servicio(s) pendiente/fuera
Alto,40.3,TRACSA - 5800727M,5800727M,NEW HOLLAND AG,7810,TRACSAGRAL,Zacatecas,657.1,4,3,0,0,3,3,57,57.0,0.0,0.0,2025-11-07 09:58:00,3 servicio(s) pendiente/fuera
Alto,40.3,TRACSA - HFJ182767,HFJ182767,CASE IH,FARMALL JX100,TRACSAGRAL,Jalisco,595.6,5,3,0,0,3,3,0,0.0,0.0,0.0,2025-11-07 11:24:00,3 servicio(s) pendiente/fuera
Alto,40.2,866392063359255,HFJ185566-643593,CASE IH,FARMALL JX100,ATN,Guanajuato,286.3,2,3,0,1,2,3,236,236.0,0.7,4.2,,3 servicio(s) pendiente/fuera
Alto,40.2,AGROCISA - S306296M,S306296M-8089784,NEW HOLLAND AG,6610S HERENCIA,AGROCISAGRAL,Nayarit,567.7,5,4,1,1,2,3,0,0.0,0.0,0.0,2025-11-07 11:09:00,3 servicio(s) pendiente/fuera
Alto,40.0,TRACSA - S306859M,S306859M-8119218,NEW HOLLAND AG,6610S HERENCIA,TRACSAGRAL,Zacatecas,220.1,3,3,0,0,3,3,170,170.0,0.0,0.0,2024-05-12 21:56:00,3 servicio(s) pendiente/fuera
Alto,40.0,866392063348589,5801605M-728420522,NEW HOLLAND AG,7810,MADISAGRAL,Veracruz de Ignacio de la Llave,1288.7,2,7,4,0,3,3,93,93.0,0.0,0.0,2025-04-03 00:20:00,3 servicio(s) pendiente/fuera
Alto,40.0,MADISA - S204522M,S204522M-8084311,NEW HOLLAND AG,6610S HERENCIA,MADISAGRAL,Hidalgo,323.7,5,3,0,1,2,3,23,23.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,39.7,DASSA - S507660M,S507660M-8087468,NEW HOLLAND AG,7610S HERENCIA,DASSA,Puebla,897.9,4,4,1,0,3,3,0,0.0,0.0,0.0,2024-05-11 15:35:00,3 servicio(s) pendiente/fuera
Alto,39.6,ENAGRI - S402635M,S402635M-8084275,NEW HOLLAND AG,7610S,ENAGRI,Sinaloa,388.4,5,3,0,1,2,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,39.5,TRACSA - 5800887M,5800887M-727354906,NEW HOLLAND AG,6810,TRACSAGRAL,Jalisco,629.8,4,3,0,0,3,3,29,29.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,39.5,ATN - S508139M,S508139M,NEW HOLLAND AG,7610S HERENCIA,ATN,Hidalgo,858.2,4,3,0,0,3,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,39.5,862407062823327,S307114M-6307805,NEW HOLLAND AG,6610S HERENCIA,TEPSA,Guerrero,675.3,1,4,2,1,1,2,625,625.0,0.0,0.0,2025-11-07 09:25:00,2 servicio(s) pendiente/fuera; atraso máx. 625 hrs
Alto,39.4,MADISA-T050335M-715371723,T050335M-715371723,NEW HOLLAND AG,TT75,MADISAGRAL,Hidalgo,420.2,3,3,0,1,2,3,120,120.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,39.3,TRACSA - HFJ183297,HFJ183297,CASE IH,FARMALL JX110,TRACSAGRAL,Jalisco,797.0,4,3,0,0,3,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,38.8,MADISA - 5801609M - 862407061493080,5801609M-727415516,NEW HOLLAND AG,6810,MADISAGRAL,Jalisco,985.0,2,6,3,0,3,3,86,86.0,0.0,0.0,2025-07-10 17:59:00,3 servicio(s) pendiente/fuera
Alto,38.8,866016064400921,HFJ185505-640568,CASE IH,FARMALL JX90,AGROCISAGRAL,Guanajuato,1625.9,2,9,6,0,3,3,0,0.0,0.2,0.1,2024-07-04 09:17:00,3 servicio(s) pendiente/fuera
Alto,38.8,TRACSA - S508200M,S508200M-8103350,NEW HOLLAND AG,7610S HERENCIA,TRACSAGRAL,Jalisco,644.0,4,3,0,0,3,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,38.7,MADISA-5800665M,5800665M-727346773,NEW HOLLAND AG,6810,MADISAGRAL,Hidalgo,117.8,4,3,0,0,3,3,67,67.0,0.0,0.0,2024-06-08 20:48:00,3 servicio(s) pendiente/fuera
Alto,38.7,353738101214219,LSM0W40RTR0310873,NEW HOLLAND AG,WORKMASTER 40,TRACSAGRAL,Colima,595.8,4,3,0,0,3,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,38.7,DASSA - NH10169M,NH10169M-001933115,NEW HOLLAND AG,TS6.110,DASSA,Sinaloa,600.6,4,3,0,0,3,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,38.7,TRACSA - 5800891M,5800891M,NEW HOLLAND AG,6810,TRACSAGRAL,Guanajuato,609.5,4,3,0,0,3,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,38.7,MADISA - S508170M,S508170M-8104545,NEW HOLLAND AG,7610S HERENCIA,MADISAGRAL,Tabasco,616.3,4,3,0,0,3,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,38.6,TRACSA - NH09941M,NH09941M,NEW HOLLAND AG,TS6.125,TRACSAGRAL,Queretaro,571.5,4,3,0,0,3,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,38.5,MADISA - S306604M,S306604M-8106279,NEW HOLLAND AG,6610S HERENCIA,TRACSAGRAL,Veracruz de Ignacio de la Llave,323.1,4,3,0,1,2,3,30,30.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,38.5,ATN - 4100036M-001872585,4100036M,NEW HOLLAND AG,TS6.120 ELITE,ATN,Chihuahua,559.0,4,3,0,1,2,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,38.3,MADISA-4100195M-001925166,4100195M-001925166,NEW HOLLAND AG,TS6.120 ELITE,MADISAGRAL,Hidalgo,382.0,3,3,0,1,2,3,81,81.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,38.3,MADISA - HFJ183390,HFJ183390-578374,CASE IH,FARMALL JX110,MADISAGRAL,Guanajuato,321.4,4,3,0,1,2,3,21,21.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,38.3,TS6.120E-4100028-353738103043145,4100028M-001855831,NEW HOLLAND AG,TS6.120 ELITE,Desconocido,Desconocido,0.0,5,3,0,0,3,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,38.2,866392068843386,NH10785M-002055026,NEW HOLLAND AG,TS6.125,MADISAGRAL,Veracruz de Ignacio de la Llave,701.3,2,5,2,0,3,3,101,101.0,3.9,25.1,2024-04-10 19:11:00,3 servicio(s) pendiente/fuera
Alto,38.2,MADISA-5801250M-727390773,5801250M-727390773,NEW HOLLAND AG,6810,MADISAGRAL,Jalisco,377.2,3,3,0,1,2,3,77,77.0,0.0,0.0,2025-01-06 20:58:00,3 servicio(s) pendiente/fuera
Alto,38.1,MADISA -5800693M,5800693M-727346766,NEW HOLLAND AG,6810,MADISAGRAL,Hidalgo,315.2,4,3,0,1,2,3,15,15.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,38.0,862407061671057,S509533M-6306187,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,1407.1,2,8,5,0,3,3,0,0.0,9.7,32.3,2025-11-07 10:07:00,3 servicio(s) pendiente/fuera
Alto,37.8,862407061555524,S509338M-8131376,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,200.3,2,3,0,0,3,3,150,150.0,0.0,0.0,2024-05-12 10:45:00,3 servicio(s) pendiente/fuera
Alto,37.8,AGROEQUIPOS - S508447M,S508447M-8108178,NEW HOLLAND AG,7610S HERENCIA,AGROEQUIPOS,Oaxaca,628.2,3,3,0,0,3,3,28,28.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,37.8,ATC - NH10250M,NH10250M-001956121,NEW HOLLAND AG,TS6.110,ATN,Mexico,305.6,4,3,0,1,2,3,6,6.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,37.8,TRACTIESA - S204630M,S204630M-8094839,NEW HOLLAND AG,6610S HERENCIA,TRACTIESA,Mexico,304.1,4,3,0,1,2,3,4,4.0,0.0,0.0,2024-09-05 09:18:00,3 servicio(s) pendiente/fuera
Alto,37.7,MADISA - S204602M,S204602M-8094033,NEW HOLLAND AG,6610S HERENCIA,MADISAGRAL,Nuevo Leon,299.4,4,3,0,1,2,3,0,0.0,0.0,0.0,2025-03-08 22:11:00,3 servicio(s) pendiente/fuera
Alto,37.7,TEPSA - S402742M,S402742M-8095770,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,297.6,4,3,0,1,2,3,0,0.0,0.0,0.0,2025-11-07 10:04:00,3 servicio(s) pendiente/fuera
Alto,37.6,866392068709868,4100376M-002051520,NEW HOLLAND AG,TS6.120 ELITE,MADISAGRAL,Veracruz de Ignacio de la Llave,620.5,3,5,2,0,3,3,20,20.0,3.6,16.0,2024-05-12 10:15:00,3 servicio(s) pendiente/fuera
Alto,37.6,ATC - HFJ183435,HFJ183435-577975,CASE IH,FARMALL JX100,ATC,Guanajuato,285.4,4,3,0,1,2,3,0,0.0,0.0,0.0,2025-01-12 13:56:00,3 servicio(s) pendiente/fuera
Alto,37.6,866392068843592,5801454M-727387514,NEW HOLLAND AG,6810,TEPSA,Puebla,778.2,3,7,4,0,3,3,0,0.0,0.0,0.0,2025-12-07 07:07:00,3 servicio(s) pendiente/fuera
Alto,37.5,866016064466872,NH10858M-002085064,NEW HOLLAND AG,TS6.110,MADISAGRAL,Puebla,410.1,2,4,1,0,3,3,112,112.0,0.0,0.0,2024-04-10 19:06:00,3 servicio(s) pendiente/fuera
Alto,37.5,AGROCISA - S306521M,S306521M-8102827,NEW HOLLAND AG,6610S HERENCIA,AGROCISAGRAL,Jalisco,263.1,4,3,0,1,2,3,0,0.0,2.5,5.1,,3 servicio(s) pendiente/fuera
Alto,37.3,AGROCISA - HFJ184493,HFJ184493-610495,CASE IH,FARMALL JX90,AGROCISAGRAL,Jalisco,685.0,3,6,3,0,3,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,37.0,862407061535385,NH11037M-002053946,NEW HOLLAND AG,TS6.125,MADISAGRAL,Veracruz de Ignacio de la Llave,1098.9,2,8,5,0,3,3,0,0.0,5.0,13.4,2025-10-02 09:33:00,3 servicio(s) pendiente/fuera
Alto,36.9,MADISA - S402836M,S402836M-8103289,NEW HOLLAND AG,7610S HERENCIA,MADISAGRAL,Tamaulipas,573.5,3,3,0,0,3,3,0,0.0,4.0,32.4,,3 servicio(s) pendiente/fuera
Alto,36.9,TRACSA - S508485M,S508485M-8107794,NEW HOLLAND AG,7610S HERENCIA,TRACSAGRAL,Jalisco,583.1,3,3,0,0,3,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,36.8,TRACTIESA - 5800876M,5800876M-727351259,NEW HOLLAND AG,6810,TRACTIESA,Michoacan de Ocampo,27.3,4,3,0,0,3,3,0,0.0,0.0,0.0,2025-01-06 09:43:00,3 servicio(s) pendiente/fuera
Alto,36.8,AGROCISA - S204653M,S204653M-8105232,NEW HOLLAND AG,6610S HERENCIA,AGROCISAGRAL,Michoacan de Ocampo,28.7,4,3,0,1,2,3,0,0.0,0.0,0.0,2025-03-09 16:58:00,3 servicio(s) pendiente/fuera
Alto,36.8,862407061548727,4100514M-002132149,NEW HOLLAND AG,TS6.120 ELITE,MADISAGRAL,Oaxaca,1025.3,2,6,3,0,3,3,0,0.0,10.5,45.4,2024-07-12 23:07:00,3 servicio(s) pendiente/fuera
Alto,36.8,ATC - HFJ183716,HFJ183716-584050,CASE IH,95JX,ATC,Guanajuato,531.5,3,5,2,1,2,3,0,0.0,0.0,0.0,2025-05-02 15:15:00,3 servicio(s) pendiente/fuera
Alto,36.7,866392068708910,4100384M-002053767,NEW HOLLAND AG,TS6.120 ELITE,ATN,Durango,105.9,3,3,0,0,3,3,55,55.0,0.0,0.0,2024-05-12 12:51:00,3 servicio(s) pendiente/fuera
Alto,36.7,866392068788979,S402945M-8123306,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,326.4,3,5,2,0,3,3,26,26.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,36.7,866392061689125,S306584M-8107279,NEW HOLLAND AG,6610S HERENCIA,Desconocido,Desconocido,0.0,4,3,0,0,3,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,36.7,ATS - 866392067006498,5801464M-727387220,NEW HOLLAND AG,6810,ATS,Oaxaca,521.0,3,3,0,0,3,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,36.5,862407061725317,S402996M-8131982,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,155.4,2,3,0,0,3,3,105,105.0,0.0,0.0,2024-05-12 10:36:00,3 servicio(s) pendiente/fuera
Alto,36.0,MADISA-T050345N-715370434,T050345M-715370434,NEW HOLLAND AG,TT75,MADISAGRAL,Coahuila de Zaragoza,287.4,3,3,0,1,2,3,0,0.0,0.0,0.0,2025-11-07 10:52:00,3 servicio(s) pendiente/fuera
Alto,35.9,MADISA - 4100297M-002049283,4100297M-002049283,NEW HOLLAND AG,TS6.120 ELITE,MADISAGRAL,Oaxaca,268.1,3,4,1,0,3,3,0,0.0,0.0,0.0,2024-05-12 22:45:00,3 servicio(s) pendiente/fuera
Alto,35.8,862407060169830,HFJ185543-642101,CASE IH,FARMALL JX100,TRACSAGRAL,Jalisco,131.1,2,3,0,0,3,3,81,81.0,0.0,0.0,2024-05-11 23:53:00,3 servicio(s) pendiente/fuera
Alto,35.5,TEPSA - S204759M,S204759M-8109011,NEW HOLLAND AG,6610S HERENCIA,TEPSA,Puebla,143.9,3,5,2,0,3,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,35.4,862407061540336,S509332M-8130093,NEW HOLLAND AG,7610S HERENCIA,ATC,Puebla,606.0,2,5,2,0,3,3,0,0.0,1.8,9.3,2024-07-12 21:41:00,3 servicio(s) pendiente/fuera
Alto,35.3,862407061525659,S509325M-8130071,NEW HOLLAND AG,7610S HERENCIA,MADISAGRAL,Hidalgo,575.0,2,5,2,0,3,3,0,0.0,2.2,0.7,2024-05-12 09:42:00,3 servicio(s) pendiente/fuera
Alto,35.3,862407061560367,S509250M-8130063,NEW HOLLAND AG,7610S HERENCIA,ATC,Hidalgo,599.2,2,5,2,0,3,3,0,0.0,0.0,0.0,2024-05-12 10:14:00,3 servicio(s) pendiente/fuera
Alto,35.2,862407061566729,5801653M-727427962,NEW HOLLAND AG,6810,MADISAGRAL,Veracruz de Ignacio de la Llave,574.7,2,5,2,0,3,3,0,0.0,0.4,1.3,2024-05-12 21:39:00,3 servicio(s) pendiente/fuera
Alto,35.1,862407061573451,S509238M-8130105,NEW HOLLAND AG,7610S HERENCIA,MADISAGRAL,Puebla,327.2,2,4,1,0,3,3,27,27.0,0.0,0.0,2025-10-09 11:59:00,3 servicio(s) pendiente/fuera
Alto,35.1,AGROSURTE - HFJ183950,HFJ183950-594132,CASE IH,FARMALL JX100,AGROSURTE,Michoacan de Ocampo,23.4,3,3,0,0,3,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,34.9,862407062101732,4100548M-002145524,NEW HOLLAND AG,TS6.120 ELITE,MADISAGRAL,Puebla,471.9,2,5,2,0,3,3,0,0.0,0.0,0.0,2025-06-06 08:16:00,3 servicio(s) pendiente/fuera
Alto,34.4,862407061591461,S509519M-6306338,NEW HOLLAND AG,7610S HERENCIA,altenos,Jalisco,314.9,2,5,2,0,3,3,0,0.0,0.0,0.0,,3 servicio(s) pendiente/fuera
Alto,34.3,862407061566364,5801614M-727415599,NEW HOLLAND AG,6810,TEPSA,Puebla,79.0,2,3,0,0,3,3,29,29.0,0.0,0.0,,3 servicio(s) pendiente/fuera
