Num,Distribuidor,IMEI,Alias,Marca,Modelo,Ciudad,Latitud,Longitud,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12
2221,ARBSA,353738103088751,ARBSA - S507768M,NEW HOLLAND AG,,0,26.815945,-109.6070373,11,6,11,19,17,25,6,0,24,55,125,91
2222,ARBSA,353738103058804,ARBSA - S507771M,NEW HOLLAND AG,,0,26.9050333,-109.6423956,85,21,26,49,86,44,125,38,18,56,82,75
2223,ARBSA,353738101269122,ARBSA - S507777M,NEW HOLLAND AG,,0,29.441244,-110.3038081,1,0,1,1,129,105,35,67,181,152,138,81
2224,ARBSA,353738103028369,ARBSA - S507830M,NEW HOLLAND AG,,0,27.3726575,-110.210991,89,74,18,22,79,66,68,21,17,98,45,24
2225,ARBSA,353738103064570,ARBSA - S507847M,NEW HOLLAND AG,,0,27.1017473,-109.7944616,77,79,82,79,110,117,125,133,118,116,77,71
2226,ARBSA,353738103070833,ARBSA - S507888M,NEW HOLLAND AG,,0,20.5425446,-100.951483,106,107,111,94,130,88,122,21,90,61,118,10
2227,ARBSA,353738102965587,ARBSA - S507889M,NEW HOLLAND AG,,0,20.5590291,-100.9986728,66,106,65,0,0,0,0,0,0,0,0,0
2228,ARBSA,353738103048953,ARBSA - S507891M,NEW HOLLAND AG,,0,21.133086,-100.8243963,46,103,111,92,128,75,99,68,71,94,48,7
2229,ARBSA,353738101292173,ARBSA - S507892M,NEW HOLLAND AG,,0,21.1421106,-100.8188641,0,27,74,76,139,83,131,76,93,81,63,80
2230,ARBSA,353738103056204,ARBSA - S507893M,NEW HOLLAND AG,,0,20.7513876,-100.3314771,91,104,117,64,52,91,134,51,39,4,0,0
2231,ARBSA,353738103084636,ARBSA - S507894M,NEW HOLLAND AG,,0,21.1880078,-100.630853,18,17,24,63,103,60,48,0,58,54,59,58
2232,ARBSA,353738101291365,ARBSA - S507895M,NEW HOLLAND AG,,0,21.034976,-100.3950356,111,29,69,84,100,70,121,76,68,79,82,59
2233,ARBSA,353738101225744,ARBSA - S507896M,NEW HOLLAND AG,,San Luis de la Paz,21.1740866,-100.628651,1,5,88,92,146,93,101,23,89,111,108,78
2234,ARBSA,353738101225504,ARBSA - S507897M,NEW HOLLAND AG,,San Luis de la Paz,21.1879618,-100.6307733,0,0,61,78,91,41,119,91,109,89,75,66
2235,ARBSA,353738102926936,ARBSA - S507898M,NEW HOLLAND AG,,0,21.402109,-100.7427495,58,102,102,2,117,100,116,67,53,52,53,12
2236,ARBSA,353738101223954,ARBSA - S507899M,NEW HOLLAND AG,,San JosÃ© Iturbide,21.107291,-100.4506583,0,0,0,38,139,78,85,81,60,96,70,64
2237,ARBSA,353738101252953,ARBSA - S507904M,NEW HOLLAND AG,,0,20.7539718,-100.3477941,14,1,1,29,10,19,15,6,7,0,30,12
2238,ARBSA,353738101279527,ARBSA - S507911M,NEW HOLLAND AG,,0,27.3034651,-109.8091738,55,14,18,38,109,118,114,6,0,97,103,75
2239,ARBSA,353738102927967,ARBSA - S507917M,NEW HOLLAND AG,,0,27.3564848,-110.0430643,41,6,10,7,6,4,1,2,3,15,0,0
2240,ARBSA,353738102943386,ARBSA - S507928M,NEW HOLLAND AG,,0,31.7069375,-116.5670505,0,0,0,0,0,0,0,0,0,0,0,0
2241,ARBSA,353738103075907,ARBSA - S507961M,NEW HOLLAND AG,,0,25.222963,-111.7620616,127,105,92,91,100,55,124,91,87,71,57,67
2242,ARBSA,353738103075840,ARBSA - S507962M,NEW HOLLAND AG,,0,27.4809381,-109.9320301,2,0,0,0,0,0,0,0,0,0,0,0
2243,ARBSA,353738101232625,ARBSA - S507966M,NEW HOLLAND AG,,San Miguel de Allende,21.036197,-100.7932035,0,1,0,0,15,0,0,0,0,0,35,0
2244,ARBSA,353738103060909,ARBSA - S507967M,NEW HOLLAND AG,,0,21.1073123,-100.4507735,0,0,0,0,60,36,74,64,113,100,94,92
2245,ARBSA,353738101244935,ARBSA - S507968M,NEW HOLLAND AG,,0,21.108342,-100.453528,0,0,0,0,3,1,0,0,0,0,19,0
2246,ARBSA,353738103198014,ARBSA - S507969M,NEW HOLLAND AG,,0,21.1083666,-100.4535261,0,0,0,0,27,21,0,87,80,123,64,118
2247,ARBSA,353738103054704,ARBSA - S507970M,NEW HOLLAND AG,,0,21.4978265,-100.7505241,42,62,82,55,129,128,117,87,61,101,107,86
2248,ARBSA,353738101283354,ARBSA - S507971M,NEW HOLLAND AG,,0,21.3117163,-100.7270793,0,2,0,0,8,1,0,0,0,2,85,87
2249,ARBSA,353738101273009,ARBSA - S507972M,NEW HOLLAND AG,,0,21.1083115,-100.4536913,0,0,0,0,52,77,116,79,85,155,64,63
2250,ARBSA,353738101237608,ARBSA - S507973M,NEW HOLLAND AG,,0,20.5909528,-100.7321913,0,0,0,0,2,0,0,0,0,0,0,0
2251,ARBSA,353738103059711,ARBSA - S507974M,NEW HOLLAND AG,,0,21.1421803,-100.8189008,0,0,0,41,88,18,84,60,76,82,99,82
2252,ARBSA,860092059714721,ARBSA - S507975M,NEW HOLLAND AG,,0,20.4583191,-100.3652401,0,0,0,0,3,0,0,0,0,0,0,0
2253,ARBSA,353738103188767,ARBSA - S507976M,NEW HOLLAND AG,,0,21.1083166,-100.4536891,0,1,3,1,6,0,0,0,0,0,108,47
2254,ARBSA,353738101228011,ARBSA - S507984M,NEW HOLLAND AG,,San JosÃ© Iturbide,21.1083481,-100.453603,0,0,5,0,0,1,4,0,0,0,60,64
2255,ARBSA,353738103084883,ARBSA - S507985M,NEW HOLLAND AG,,0,21.1083813,-100.4535871,0,0,0,0,1,0,0,0,80,87,102,41
2256,ARBSA,353738103051759,ARBSA - S507986M,NEW HOLLAND AG,,0,21.3117275,-100.727001,0,0,0,51,131,108,83,98,91,87,97,83
2257,ARBSA,353738103089619,ARBSA - S507987M,NEW HOLLAND AG,,0,21.4020383,-100.7427453,0,0,0,0,28,12,73,72,116,110,93,67
2258,ARBSA,353738101237640,ARBSA - S507988M,NEW HOLLAND AG,,0,21.1363363,-100.811596,0,0,0,0,3,1,5,0,0,0,77,80
2259,ARBSA,353738103200133,ARBSA - S507989M,NEW HOLLAND AG,,0,21.10709,-100.4507718,0,0,0,0,4,0,0,0,0,0,0,0
2260,ARBSA,353738101272688,ARBSA - S507990M,NEW HOLLAND AG,,0,21.1748145,-100.631763,0,0,0,0,0,2,0,0,0,0,0,0
2261,ARBSA,353738103053508,ARBSA - S507992M,NEW HOLLAND AG,,0,26.946308,-109.7063118,21,2,0,0,22,0,0,34,20,17,23,41
2262,ARBSA,353738103056766,ARBSA - S508013M,NEW HOLLAND AG,,0,27.2107065,-109.6808141,91,4,14,13,98,4,82,2,0,1,2,1
2263,ARBSA,353738101275673,ARBSA - S508015M,NEW HOLLAND AG,,0,27.3050928,-110.1775381,7,3,7,18,21,0,0,0,0,0,0,0
2264,ARBSA,353738103043442,ARBSA - S508021M,NEW HOLLAND AG,,0,24.0537603,-110.3854551,130,178,139,116,132,99,99,133,177,193,15,11
2265,ARBSA,353738103065650,ARBSA - S508022M,NEW HOLLAND AG,,0,21.0784826,-100.4681058,76,8,25,128,67,27,57,36,8,135,100,38
2266,ARBSA,353738101248886,ARBSA - S508049M,NEW HOLLAND AG,,Ciudad ObregÃ³n,27.3576576,-110.0326933,18,0,0,7,32,9,0,28,29,0,0,0
2267,ARBSA,353738101275491,ARBSA - S508053M,NEW HOLLAND AG,,0,18.4951168,-96.3209663,0,0,0,2,0,12,0,0,2,0,1,1
2268,ARBSA,353738101273181,ARBSA - S508065M,NEW HOLLAND AG,,0,27.0302033,-109.477257,44,21,77,33,36,7,1,1,36,39,56,14
2269,ARBSA,865640063362104,ARBSA - S508093M,NEW HOLLAND AG,,0,27.0302586,-109.4772771,65,21,87,89,23,0,0,0,0,34,41,27
2270,ARBSA,865640063370818,ARBSA - S508094M,NEW HOLLAND AG,,0,30.6720013,-112.1509221,66,5,3,6,65,52,53,20,16,21,20,5
2271,ARBSA,860092059763876,ARBSA - S508095M,NEW HOLLAND AG,,0,27.2332398,-109.8782033,126,34,64,113,70,90,140,137,120,97,96,69
2272,ARBSA,866392061591545,ARBSA - S508144M,NEW HOLLAND AG,,0,24.3267828,-103.4081106,133,98,42,58,100,48,57,29,29,12,10,12
2273,ARBSA,866392061687616,ARBSA - S508145M,NEW HOLLAND AG,,0,27.4540136,-110.035596,6,0,1,7,0,20,2,13,5,20,1,9
2274,ARBSA,866392061683185,ARBSA - S508148M,NEW HOLLAND AG,,0,29.0349816,-111.7534316,72,41,53,37,8,48,19,20,0,0,0,0
2275,ARBSA,860092059740791,ARBSA - S508149M,NEW HOLLAND AG,,0,27.2866203,-110.2039258,64,48,33,49,75,55,20,34,35,21,6,0
2276,ARBSA,865640063365248,ARBSA - S508151M,NEW HOLLAND AG,,0,32.624615,-114.9429268,0,0,0,78,34,4,44,24,8,9,18,21
2277,ARBSA,866392061689596,ARBSA - S508152M,NEW HOLLAND AG,,0,32.1197098,-116.528526,82,121,40,15,84,11,6,6,49,19,2,41
2278,ARBSA,866392061481762,ARBSA - S508173M,NEW HOLLAND AG,,0,26.8084306,-109.6721468,60,31,35,24,81,24,91,19,30,141,42,50
2279,ARBSA,866392061543629,ARBSA - S508175M,NEW HOLLAND AG,,0,20.5174346,-100.1140973,27,27,5,6,20,5,4,36,9,22,13,17
2280,ARBSA,866392061492678,ARBSA - S508177M,NEW HOLLAND AG,,0,20.4335356,-100.0355833,94,111,157,113,86,20,51,25,36,172,49,87
2281,ARBSA,866392061579953,ARBSA - S508248M,NEW HOLLAND AG,,0,20.4327475,-100.0918931,63,57,20,23,11,0,4,14,8,26,23,61
2282,ARBSA,866392061713222,ARBSA - S508278M,NEW HOLLAND AG,,0,20.6341493,-99.9314353,78,80,57,99,83,56,46,34,59,68,80,51
2283,ARBSA,866392061646786,ARBSA - S508280M,NEW HOLLAND AG,,0,20.0216561,-100.3092726,112,139,42,59,37,43,18,0,0,61,54,34
2284,ARBSA,866392061592196,ARBSA - S508283M,NEW HOLLAND AG,,0,27.426481,-109.9332128,0,0,0,0,0,0,0,0,0,0,0,0
2285,ARBSA,866392061672972,ARBSA - S508289M-8102817,NEW HOLLAND AG,,0,21.0694931,-100.407026,115,42,45,80,85,64,15,47,27,91,102,52
2286,ARBSA,866392061610774,ARBSA - S508309M,NEW HOLLAND AG,,0,20.6155068,-99.922565,73,59,38,42,57,36,27,54,50,84,47,17
2287,ARBSA,866392061530790,ARBSA - S508360M,NEW HOLLAND AG,,0,27.2653925,-109.9478715,0,27,17,34,30,21,28,21,33,25,0,14
2288,ARBSA,866392061516724,ARBSA - S508361M,NEW HOLLAND AG,,0,27.724578,-109.9033706,0,1,0,1,0,0,62,61,48,96,52,86
2289,ARBSA,866392061447698,ARBSA - S508460M,NEW HOLLAND AG,,0,27.3548723,-110.0916906,64,10,17,91,107,59,84,122,101,3,85,68
2290,ARBSA,866392061447672,ARBSA - S508462M,NEW HOLLAND AG,,0,26.7710756,-109.6822915,11,6,16,17,1,65,0,0,13,0,0,17
2291,ARBSA,866392067727549,ARBSA - S508472M,NEW HOLLAND AG,,0,27.3715206,-110.2115155,10,0,0,0,0,0,0,0,25,78,37,18
2292,ARBSA,866392061536250,ARBSA - S508500M,NEW HOLLAND AG,,0,21.5786261,-101.0618616,82,59,79,61,99,60,27,70,65,54,35,53
2293,ARBSA,866392061452201,ARBSA - S508551M,NEW HOLLAND AG,,0,27.4087631,-110.0150661,28,26,20,14,6,74,29,38,20,15,9,7
2294,ARBSA,866392061526400,ARBSA - S508587M,NEW HOLLAND AG,,0,19.7017593,-97.5234415,2,7,94,147,95,32,142,54,72,42,8,45
2295,ARBSA,866392066854500,ARBSA - S508613M,NEW HOLLAND AG,,0,24.0522016,-110.383412,0,0,0,0,0,0,2,36,179,174,31,0
2296,ARBSA,866392068865553,ARBSA - S508621M,Desconocido,,Desconocido,0.0,0.0,0,0,0,0,0,4,67,13,0,0,0,0
2297,ARBSA,866392069016768,ARBSA - S508626M,NEW HOLLAND AG,,0,30.778313,-116.0122893,224,61,0,1,0,0,1,0,2,0,0,0
2298,ARBSA,866392069017576,ARBSA - S508629M,NEW HOLLAND AG,,0,30.778372,-116.012231,0,10,14,16,0,0,0,0,0,0,1,0
2299,ARBSA,862407061522516,ARBSA - S509256M - 862407061522516,NEW HOLLAND AG,,0,32.458979,-116.8064056,0,4,0,0,0,0,1,1,0,1,0,0
2300,ARBSA,353738102831243,ARBSA - S56998M,NEW HOLLAND AG,,0,20.3797298,-99.8156623,0,0,2,0,3,11,20,3,3,13,5,7
2301,ARBSA,866392061492363,ARBSA -NH10389M,NEW HOLLAND AG,,0,30.0341893,-115.7556081,39,21,39,82,9,36,8,36,7,17,26,15
2302,ARBSA,353738102003090,ARBSA-353738102003090,NEW HOLLAND AG,,0,27.4804826,-109.9321341,58,41,54,61,47,62,88,70,32,69,45,59
2303,ARBSA,353738103049720,ARBSA-353738103049720,NEW HOLLAND AG,,0,20.6368215,-100.4302801,0,0,0,0,0,0,0,0,0,0,0,0
2304,ARBSA,353738103062194,ARBSA-353738103062194,NEW HOLLAND AG,,0,27.2437921,-110.0770576,0,0,0,0,0,0,0,0,0,0,0,0
2305,ARBSA,866392061457408,ARBSA-8030 PRUEBA-866392061457408,NEW HOLLAND AG,,0,27.481121,-109.9320098,37,147,137,64,66,0,0,0,0,0,1,0
2306,ARBSA,353738100917317,ARBSA-R- NH09442M-353738100917317,NEW HOLLAND AG,,San Luis RÃ­o Colorado,32.4013095,-114.9712683,0,7,107,117,103,87,82,96,88,90,66,55
2307,ARBSA,353738102831201,ARBSA-R- T0500033M- 353738102831201,NEW HOLLAND AG,,0,20.7278926,-100.3450731,4,2,12,4,2,14,30,5,13,8,1,2
2308,ARBSA,353738103087266,ARBSA-R-353738103087266,NEW HOLLAND AG,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2309,ARBSA,865640063403395,ARBSA-S402779M,NEW HOLLAND AG,,0,27.3877035,-110.1213868,4,3,2,2,5,1,0,0,1,16,1,24
2310,ARBSA,353738101240701,ARBSA-S507890M,NEW HOLLAND AG,,0,21.4021126,-100.7428618,113,67,70,68,72,125,47,62,73,66,65,0
2311,ARBSA,353738101216685,ARBSA-T049653M,NEW HOLLAND AG,,Mexicali,32.5501598,-115.272299,31,27,21,2,18,11,20,10,0,0,30,17
2312,ARBSA,353738100819612,BOOMER,NEW HOLLAND AG,,Hermosillo,29.1100861,-111.0333981,0,0,0,0,0,0,0,0,0,0,0,0
2313,ARBSA,353738100942703,CASE 110 A (TEC),CASE IH,,Pedro Escobedo,20.533989,-100.2144798,30,64,49,72,7,46,47,29,25,73,56,22
2314,ARBSA,353738100847407,CE NH L230,CASE IH,,Pedro Escobedo,20.5348395,-100.2122963,88,73,91,69,84,77,88,83,69,60,56,52
2315,ARBSA,353738102801360,DASSA - NH09825M,NEW HOLLAND AG,,0,25.08824,-107.8391005,5,39,26,56,26,0,18,54,12,14,4,0
2316,ARBSA,353738101279774,DASSA - S508019M,NEW HOLLAND AG,,0,27.3583901,-110.0379543,0,0,0,0,0,0,0,0,0,0,0,0
2317,ARBSA,353738101279519,DASSA-4100040M,NEW HOLLAND AG,,0,27.4414323,-109.9539186,0,0,0,0,0,0,0,0,0,0,0,1
2318,ARBSA,353738101289195,DASSA-4100041M,NEW HOLLAND AG,,0,27.3549905,-110.0206315,0,0,0,0,0,0,0,0,0,0,5,1
2319,ARBSA,866392067814388,ENAGRI - 4100228M,NEW HOLLAND AG,,0,27.6458845,-110.2953165,0,0,0,0,0,0,0,0,0,0,0,0
2320,ARBSA,353738100949864,EXPORTADORA SAN PABLO- 353738100949864,NEW HOLLAND AG,,San Luis RÃ­o Colorado,32.3613091,-114.9711621,0,0,0,0,0,0,0,0,0,0,0,0
2321,ARBSA,353738102816483,JD6125D,0,,0,20.5338821,-100.212155,79,74,69,76,61,47,47,48,62,62,35,21
2322,ARBSA,353738100817889,NORIA NUEVA01,0,,Pedro Escobedo,20.5655951,-100.1028173,0,0,0,0,0,0,0,0,0,0,0,0
2323,ARBSA,353738102326566,Silopacas SC/MAD.QRO,CASE IH,,0,20.4484626,-100.1188296,0,0,0,0,0,0,0,0,0,0,0,0
2324,ARBSA,353738100836517,VYERA,CASE IH,,Huatabampo,26.8405171,-109.6305785,36,29,62,47,1,0,0,0,19,0,0,0
2325,ATN,353738101213682,353738101213682,NEW HOLLAND AG,7610S HERENCIA,TorreÃ³n,25.6391921,-103.3244356,157,108,47,92,60,3,7,13,12,17,0,45
2326,ATN,353738101224226,353738101224226,NEW HOLLAND AG,TS6.110,Matamoros,25.4672263,-103.1467393,30,9,16,23,15,40,64,2,6,24,2,33
2327,ATN,860092059735254,860092059735254,NEW HOLLAND AG,6610S HERENCIA,0,25.4823745,-103.0633633,73,55,70,32,42,72,80,41,26,6,68,49
2328,ATN,860092059763223,860092059763223,NEW HOLLAND AG,7610S HERENCIA,0,20.2195705,-100.9210403,36,62,3,22,9,0,13,16,1,0,64,96
2329,ATN,860092059763355,860092059763355,NEW HOLLAND AG,TS6.140,0,25.7414936,-103.1759725,307,232,232,184,206,186,165,194,165,179,153,188
2330,ATN,862255067044963,862255067044963,NEW HOLLAND AG,7610S HERENCIA,0,23.858086,-103.6575506,6,0,0,0,15,2,62,4,18,30,15,6
2331,ATN,862407060121062,862407060121062,NEW HOLLAND AG,TS6.120,0,25.8673385,-103.1572213,0,0,0,0,0,0,0,0,0,0,0,0
2332,ATN,862407060123480,862407060123480,NEW HOLLAND AG,6610S HERENCIA,0,16.8152491,-99.79412,0,0,0,0,0,0,0,0,0,0,19,5
2333,ATN,862407060129651,862407060129651,NEW HOLLAND AG,TS6.110,0,25.742717,-103.1762208,0,0,0,0,0,0,0,0,0,0,0,0
2334,ATN,862407060134024,862407060134024,CASE IH,FARMALL JX100,0,22.077744,-98.2811773,0,0,0,0,0,0,0,0,0,0,37,65
2335,ATN,862407060138249,862407060138249,NEW HOLLAND AG,7610S HERENCIA,0,25.5143451,-103.5540143,0,0,0,14,6,97,145,110,108,197,68,108
2336,ATN,862407060139361,862407060139361,NEW HOLLAND AG,7610S HERENCIA,0,24.5919478,-104.0869731,5,0,0,0,4,23,60,53,44,2,2,7
2337,ATN,862407060143025,862407060143025,NEW HOLLAND AG,7610S HERENCIA,0,26.5599901,-104.04259,4,0,0,0,95,164,142,134,110,103,85,97
2338,ATN,862407060145905,862407060145905,NEW HOLLAND AG,6610S HERENCIA,0,25.5450131,-103.0870801,0,0,0,12,15,9,40,49,30,4,27,40
2339,ATN,862407060147463,862407060147463,NEW HOLLAND AG,6610S HERENCIA,0,25.686307,-103.4814551,0,0,120,97,107,98,93,82,93,82,82,87
2340,ATN,862407060147604,862407060147604,NEW HOLLAND AG,TS6.120,0,25.867345,-103.157246,0,0,0,0,0,0,0,0,0,0,0,0
2341,ATN,862407060148818,862407060148818,NEW HOLLAND AG,TS6.110,0,19.486157,-97.8139171,0,0,0,0,0,0,0,0,0,0,0,0
2342,ATN,862407060149253,862407060149253,NEW HOLLAND AG,6610S HERENCIA,0,16.6250003,-98.6326563,0,0,0,0,0,0,0,0,0,0,31,123
2343,ATN,862407060152935,862407060152935,NEW HOLLAND AG,TS6.120,0,20.2740345,-101.4711591,0,0,0,0,0,0,0,0,0,0,0,113
2344,ATN,862407060155169,862407060155169,NEW HOLLAND AG,7610S HERENCIA,0,25.7479053,-103.2280976,0,0,0,19,12,17,3,39,60,47,19,39
2345,ATN,862407060155730,862407060155730,NEW HOLLAND AG,7610S HERENCIA,0,26.1172821,-103.4383091,0,0,2,8,0,9,0,13,0,9,46,0
2346,ATN,862407060156019,862407060156019,NEW HOLLAND AG,7610S HERENCIA,0,21.0459038,-100.772904,0,0,0,0,0,0,0,0,0,0,29,14
2347,ATN,862407060156621,862407060156621,NEW HOLLAND AG,7610S HERENCIA,0,25.4789488,-103.731548,0,0,0,0,0,3,0,4,0,14,12,1
2348,ATN,862407060157538,862407060157538,CASE IH,FARMALL JX110,0,21.0068715,-102.1815813,0,0,0,0,0,0,0,0,0,0,0,0
2349,ATN,862407060159443,862407060159443,CASE IH,FARMALL JX110,0,19.3505111,-90.670453,0,0,0,0,0,0,0,0,0,0,2,3
2350,ATN,862407060160557,862407060160557,NEW HOLLAND AG,7610S HERENCIA,0,25.8124268,-103.5723046,0,0,0,0,0,0,0,0,0,2,2,19
2351,ATN,862407060161852,862407060161852,NEW HOLLAND AG,6610S HERENCIA,0,27.5816735,-105.3736366,0,0,0,0,35,55,19,55,43,44,27,29
2352,ATN,862407060162710,862407060162710,NEW HOLLAND AG,7610S HERENCIA,0,25.762373,-102.9825651,4,0,0,0,0,4,0,56,1,0,0,0
2353,ATN,862407060162876,862407060162876,NEW HOLLAND AG,TS6.110,0,25.3712263,-103.3623343,0,0,0,0,0,0,0,0,3,5,59,56
2354,ATN,862407060165259,862407060165259,NEW HOLLAND AG,7610S HERENCIA,0,25.8148588,-103.1103456,3,0,0,0,64,25,18,11,8,5,2,12
2355,ATN,862407060167248,862407060167248,NEW HOLLAND AG,TS6.140,0,28.1980403,-105.4524965,0,0,1,0,0,1,0,0,0,0,0,0
2356,ATN,862407060167396,862407060167396,NEW HOLLAND AG,6610S HERENCIA,0,24.6462955,-103.2892181,0,0,6,57,38,23,11,53,74,48,43,26
2357,ATN,862407060167727,862407060167727,NEW HOLLAND AG,7610S HERENCIA,0,29.9451006,-106.9820371,0,0,0,4,0,0,0,0,47,49,42,24
2358,ATN,862407060168592,862407060168592,NEW HOLLAND AG,7610S HERENCIA,0,26.5596553,-104.0445795,0,0,0,22,9,19,22,55,83,94,97,90
2359,ATN,862407060171018,862407060171018,NEW HOLLAND AG,TS6.125,0,25.6559423,-103.37752,0,0,0,0,0,0,0,163,166,96,82,43
2360,ATN,862407060171067,862407060171067,NEW HOLLAND AG,TS6.140,0,28.0998108,-105.3488305,107,161,78,113,69,30,48,30,30,0,38,25
2361,ATN,862407060171224,862407060171224,NEW HOLLAND AG,7610S HERENCIA,0,23.2923005,-102.952684,0,0,0,0,0,0,25,17,29,34,5,20
2362,ATN,862407060171711,862407060171711,NEW HOLLAND AG,TS6.140,0,27.7695825,-105.1844966,0,0,7,5,25,16,83,79,24,44,23,34
2363,ATN,862407060172263,862407060172263,NEW HOLLAND AG,7610S HERENCIA,0,25.6919428,-103.3781645,0,0,14,18,0,8,11,44,29,21,37,32
2364,ATN,862407060172297,862407060172297,NEW HOLLAND AG,7610S HERENCIA,0,25.8020346,-103.3747183,0,0,5,12,39,19,15,2,5,17,0,0
2365,ATN,862407061407288,862407061407288,NEW HOLLAND AG,7610S HERENCIA,0,21.2485721,-100.8337505,0,0,0,0,0,0,0,0,2,4,21,33
2366,ATN,862407061407387,862407061407387,NEW HOLLAND AG,7610S HERENCIA,0,20.2645133,-100.9459445,0,0,0,0,0,0,0,0,0,0,49,65
2367,ATN,862407061420786,862407061420786,CASE IH,95JX,0,18.8429445,-97.5569505,0,0,0,0,0,0,0,33,35,49,48,20
2368,ATN,862407061433193,862407061433193,NEW HOLLAND AG,7610S HERENCIA,0,24.3336725,-104.0110286,0,0,0,0,0,0,0,0,0,8,0,54
2369,ATN,862407061433441,862407061433441,NEW HOLLAND AG,7610S HERENCIA,0,21.4181395,-100.733342,0,0,0,0,0,0,0,0,0,0,34,104
2370,ATN,862407061435396,862407061435396,NEW HOLLAND AG,7610S HERENCIA,0,25.6686566,-103.2487596,0,0,0,0,0,8,0,18,44,4,104,8
2371,ATN,862407061453837,862407061453837,NEW HOLLAND AG,7610S HERENCIA,0,23.6157906,-103.9283318,0,0,0,0,0,0,76,4,8,74,16,0
2372,ATN,862407061466763,862407061466763,NEW HOLLAND AG,TS6.110,0,18.1920631,-88.6943563,0,0,0,0,0,0,0,0,0,0,28,7
2373,ATN,862407061466946,862407061466946,NEW HOLLAND AG,6810,0,27.725146,-106.2699181,0,0,0,0,0,0,0,66,20,21,22,30
2374,ATN,862407061470310,862407061470310,NEW HOLLAND AG,6610S HERENCIA,0,25.7068116,-103.2951696,0,5,0,0,0,0,104,94,93,94,76,78
2375,ATN,862407061470765,862407061470765,NEW HOLLAND AG,7610S HERENCIA,0,25.6207763,-103.3085615,0,0,0,0,0,63,132,77,65,91,88,114
2376,ATN,862407061475582,862407061475582,NEW HOLLAND AG,7610S HERENCIA,0,25.7623475,-102.9827653,0,0,0,0,0,2,0,30,18,0,0,0
2377,ATN,862407061476184,862407061476184,NEW HOLLAND AG,7610S HERENCIA,0,27.3939683,-104.9093485,0,0,0,0,0,0,0,7,72,112,0,85
2378,ATN,862407061476242,862407061476242,NEW HOLLAND AG,7610S HERENCIA,0,19.5635806,-97.2558278,0,0,0,0,0,0,0,0,0,0,0,0
2379,ATN,862407061476754,862407061476754,NEW HOLLAND AG,TS6.120,0,19.2089176,-96.1408435,0,0,0,0,0,0,0,0,0,0,0,0
2380,ATN,862407061477141,862407061477141,NEW HOLLAND AG,TS6.120,0,29.5385548,-104.3820623,0,5,0,0,0,5,1,10,3,0,1,6
2381,ATN,862407061477414,862407061477414,NEW HOLLAND AG,7610S HERENCIA,0,28.069217,-105.355507,0,0,0,0,0,0,0,95,83,13,86,31
2382,ATN,862407061477661,862407061477661,NEW HOLLAND AG,7610S HERENCIA,0,27.3855211,-104.9159633,0,0,0,0,0,0,0,10,59,124,0,101
2383,ATN,862407061478909,862407061478909,NEW HOLLAND AG,7610S HERENCIA,0,28.4476955,-105.5866171,0,0,0,0,0,0,5,18,46,40,23,19
2384,ATN,862407061484006,862407061484006,NEW HOLLAND AG,7610S HERENCIA,0,20.5433091,-99.6724263,0,0,0,0,0,0,6,2,3,7,41,20
2385,ATN,862407061484279,862407061484279,NEW HOLLAND AG,7610S HERENCIA,0,20.5497255,-100.1636121,0,0,0,0,0,0,0,0,0,0,29,20
2386,ATN,862407061484386,862407061484386,NEW HOLLAND AG,7610S HERENCIA,0,27.3960335,-104.90538,0,0,0,0,0,0,0,8,81,122,1,98
2387,ATN,862407061484774,862407061484774,NEW HOLLAND AG,6610S HERENCIA,0,25.670561,-103.3839381,0,0,0,0,0,0,0,0,0,66,115,0
2388,ATN,862407061485045,862407061485045,CASE IH,FARMALL JX110,0,24.0192128,-103.4068788,0,0,0,0,0,11,27,94,14,49,38,2
2389,ATN,862407061485086,862407061485086,NEW HOLLAND AG,7610S HERENCIA,0,25.8731013,-103.3567668,0,0,0,0,0,0,0,16,23,37,4,15
2390,ATN,862407061485391,862407061485391,NEW HOLLAND AG,7610S HERENCIA,0,20.4376191,-101.5798773,0,0,0,0,0,0,0,0,2,0,10,25
2391,ATN,862407061485839,862407061485839,NEW HOLLAND AG,7610S HERENCIA,0,28.4532316,-105.597285,0,0,0,0,0,0,50,70,32,64,57,20
2392,ATN,862407061486662,862407061486662,NEW HOLLAND AG,TS6.120,0,19.5667701,-98.6594495,0,0,0,0,0,0,0,0,0,0,75,20
2393,ATN,862407061486829,862407061486829,NEW HOLLAND AG,7610S HERENCIA,0,19.9248265,-99.166767,0,0,0,0,0,0,0,0,0,0,88,82
2394,ATN,862407061487595,862407061487595,NEW HOLLAND AG,TS6.110,0,23.8322391,-104.0022408,0,0,0,0,0,0,0,0,0,0,0,0
2395,ATN,862407061488411,862407061488411,NEW HOLLAND AG,7610S HERENCIA,0,28.0703045,-105.357061,0,0,0,0,0,0,0,66,66,78,72,90
2396,ATN,862407061490565,862407061490565,NEW HOLLAND AG,7610S HERENCIA,0,19.5634328,-97.2557778,0,0,0,0,0,0,0,0,0,0,0,0
