IMEI,Alias,Marca,Modelo,Configuracion,Fecha Alta,No. Serie,Distribuidor,Ciudad,Estado,Horometro,Odometro,Total,Cerrados,C.Fuera,Pendientes,50,300,600,900,1200,1500,1800,2100,2400,Latitud,Longitud,Combustible,Distancia,Vel. Maxima (kph),Vel. Promedio (kph),T. Encendido (hrs),T. Apagado (hrs),intervalos_con_info,intervalos_sin_info,edad_equipo
353738102800024,MADISA - R - S507252M,NEW HOLLAND AG,Desconocido,2WD,2020-12-21,S507252M-8079141,MADISAGRAL,Santa Cruz de Juventino Rosas,Guanajuato,865.41,40.75,2,0,0,2,Pendiente,Pendiente,,,,,,,,20.5957371,-101.0440591,0.0,0.0,0,0.0,0.0,24.0,2,7,6.0
353738102800040,DASSA - NH09831M,NEW HOLLAND AG,TS6.140,FWD 8X8 PS CABINA,2021-11-19,NH09831M-001858930,DASSA,Guasave,Sinaloa,2453.44,805.97,9,1,0,8,Cerrada,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,PorVencer,25.4732805,-108.5579116,0.0,0.0,0,0.0,0.0,24.0,9,0,5.0
353738102800081,MADISA - T050430M-715379338,NEW HOLLAND AG,TT75,FWD,2023-05-30,T050430M-715379338,MADISAGRAL,Lampazos de Naranjo,Nuevo Leon,779.11,29.66,2,0,0,2,,Pendiente,Pendiente,,,,,,,27.1983108,-100.3687013,0.0,0.0,0,0.0,0.0,24.0,2,7,3.0
353738102800107,353738102800107,NEW HOLLAND AG,TT75,2WD R30/R38,2023-04-20,T050364M-715371352,AGROCISAGRAL,Vista Hermosa,Michoacan de Ocampo,31.8,82.28,84,0,1,84,CerradaFuera,,,,,,,,,20.3608045,-102.4492873,0.0,0.0,0,0.0,0.0,24.0,1,8,3.0
353738102800495,TRACSA - S507522M,NEW HOLLAND AG,7610S,LODERO,2021-11-09,S507522M,TRACSAGRAL,Romita,Guanajuato,2164.06,641.21,8,1,0,7,Cerrada,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,,20.9322821,-101.6488021,0.0,0.0,0,0.0,0.0,24.0,8,1,5.0
353738102800537,353738102800537,CASE IH,110A,"2wd, 4WD, ROPs, Cabina",2021-06-04,CF03274M-001407533,MADISAGRAL,Aculco,Mexico,871.02,1529.03,13,0,0,13,,,,,,,,,,20.2332251,-99.8314448,0.0,0.0,0,0.0,0.0,24.0,0,9,5.0
353738102800883,MADISA - NH09828M,NEW HOLLAND AG,TS6.120,FWD 8X8 PS,2021-11-09,NH09828M-001857021,MADISAGRAL,Pachuca de Soto,Hidalgo,1394.45,0.79,5,3,0,2,Cerrada,Cerrada,Cerrada,Pendiente,Pendiente,,,,,20.1180066,-98.7837578,0.0,0.0,0,0.0,0.0,24.0,5,4,5.0
353738102800974,MADISA - T049745M,NEW HOLLAND AG,TT75,FWD,2021-10-28,T049745M-715335037,MADISAGRAL,Fresnillo,Zacatecas,2461.07,411.71,9,0,2,9,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,CerradaFuera,CerradaFuera,23.7166666,-103.1935188,0.0,0.0,0,0.0,0.0,24.0,9,0,5.0
353738102800982,353738102800982,CASE CE,575SV,Desconocido,2025-07-30,NKJ575SVHRKH40698,DIMAPESA,Solidaridad,Quintana Roo,405.25,9.93,0,0,0,0,,,,,,,,,,20.4543963,-87.2905345,0.0,0.0,0,0.0,0.0,24.0,0,9,1.0
353738102801006,353738102801006,Desconocido,Desconocido,Desconocido,2021-07-19,Desconocido,TRACSAGRAL,Abasolo,Nuevo Leon,0.0,0.0,0,0,0,0,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,0,9,5.0
353738102801030,TRACSA-S507531M,NEW HOLLAND AG,7610S,4WD,2021-11-19,S507531M,TRACSAGRAL,Lagos de Moreno,Jalisco,2162.18,191.79,8,2,0,6,Cerrada,Cerrada,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,,21.451108,-101.7976645,0.0,0.0,0,0.0,0.0,24.0,8,1,5.0
353738102801055,ATN - S204545M,NEW HOLLAND AG,6610S HERENCIA,2WD,2021-11-11,S204545M,ATN,Francisco I. Madero,Hidalgo,2224.87,173.15,8,4,0,4,Cerrada,Cerrada,Cerrada,Cerrada,Pendiente,Pendiente,Pendiente,Pendiente,,25.883439,-103.4008741,0.0,0.0,0,0.0,0.0,24.0,8,1,5.0
353738102801063,ATS - S507497M,NEW HOLLAND AG,7610S HERENCIA,4WD,2021-10-27,S507497M-8086279,ATS,La Compania,Oaxaca,2118.83,240.21,4,2,1,2,,,,,Cerrada,Cerrada,CerradaFuera,PorVencer,,16.5887378,-96.8088066,0.0,0.0,0,0.0,0.0,24.0,4,5,5.0
353738102801105,353738102801105,NEW HOLLAND AG,TS6.110,FWD 8X8 PS,2023-03-02,NH001286M-947826,AGROCISAGRAL,La Barca,Jalisco,7664.91,0.22,3,0,3,3,,,,,,,,,,20.2986976,-102.5443678,0.0,0.0,0,0.0,0.0,24.0,0,9,3.0
353738102801147,TRACSA - S507539M,NEW HOLLAND AG,7610S,4WD,2021-11-11,S507539M,TRACSAGRAL,Tancitaro,Michoacan de Ocampo,342.7,12.41,2,0,0,2,Pendiente,Pendiente,,,,,,,,19.333934,-102.3729526,0.0,0.0,0,0.0,0.0,24.0,2,7,5.0
353738102801287,AGROEQUIPOS-S306235M-6610S HERENCIA,NEW HOLLAND AG,6610S HERENCIA,4WD,2021-11-19,S306235M-8086196,AGROEQUIPOS,Villa Comaltitlan,Chiapas,4734.63,108.71,16,3,0,13,Cerrada,Cerrada,Cerrada,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,15.1699951,-92.5705378,0.08,0.04,4,1.22,0.04,23.96,9,0,5.0
353738102801295,TEPSA - S204546M,NEW HOLLAND AG,6610S HERENCIA,2WD,2021-11-11,S204546M-8085859,TEPSA,Atlixco,Puebla,5466.63,76.75,19,5,13,14,CerradaFuera,Cerrada,Cerrada,Cerrada,Cerrada,Cerrada,CerradaFuera,CerradaFuera,CerradaFuera,18.9624298,-98.4226011,8.56,5.86,11,7.04,0.84,23.16,9,0,5.0
353738102801303,TRACSA - S507540M,NEW HOLLAND AG,7610S,4WD,2021-11-19,S507540M,TRACSAGRAL,Tapalpa,Jalisco,1978.33,49.01,6,0,0,6,,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,,,20.070375,-103.8876906,0.0,0.0,0,0.0,0.0,24.0,6,3,5.0
353738102801311,MADISA - H101188M,NEW HOLLAND AG,TS6000,4WD,2021-11-09,H101188M-8086512,MADISAGRAL,San Juan Bautista Tuxtepec,Oaxaca,1246.09,37.27,5,0,1,5,Pendiente,Pendiente,Pendiente,Pendiente,CerradaFuera,,,,,17.9778061,-96.178484,0.0,0.0,0,0.0,0.0,24.0,5,4,5.0
353738102801360,DASSA - NH09825M,NEW HOLLAND AG,TS6.125,FWD 8X8 PS CABINA,2021-11-09,NH09825M-001854163,ARBSA,Navolato,Sinaloa,1652.47,889.43,6,0,5,6,CerradaFuera,CerradaFuera,CerradaFuera,Pendiente,CerradaFuera,CerradaFuera,,,,25.088289,-107.8391485,0.0,0.0,0,0.0,0.0,24.0,6,3,5.0
353738102801394,ALTENOS-5800473M-6810,NEW HOLLAND AG,6810,4WD,2021-11-09,5800473M-727330060,altenos,Irapuato,Guanajuato,1019.02,107.17,4,1,3,3,Cerrada,CerradaFuera,CerradaFuera,CerradaFuera,,,,,,20.5166648,-101.4287826,0.0,0.0,0,0.0,0.0,24.0,4,5,5.0
353738102801543,AGROCISA - H101185M,NEW HOLLAND AG,TS6000,4WD,2021-11-09,H101185M-8085873,AGROCISAGRAL,Penjamo,Guanajuato,1445.63,30.61,4,1,3,3,,Cerrada,CerradaFuera,CerradaFuera,CerradaFuera,,,,,20.3553023,-101.7562423,0.0,0.0,0,0.0,0.0,24.0,4,5,5.0
353738102801675,ATN - S507536M,NEW HOLLAND AG,7610S,Desconocido,2021-11-11,S507536M,ATN,Francisco I. Madero,Hidalgo,5521.43,460.25,12,0,0,12,Pendiente,Pendiente,,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,25.7053111,-103.2993206,0.0,0.0,0,0.0,0.0,24.0,8,1,5.0
353738102801774,TEPSA - KRS01184,Desconocido,Desconocido,Desconocido,2021-07-19,KRS01184,TEPSA,San Juan Bautista Tuxtepec,Oaxaca,5171.43,0.72,0,0,0,0,,,,,,,,,,17.9690225,-96.1571458,0.0,2.4,22,0.0,0.52,23.48,0,9,5.0
353738102801923,ATN - NH09824M,NEW HOLLAND AG,TS6.110,FWD 8X8 PS,2021-11-09,NH09824M,ATN,Gomez Palacio,Durango,2875.39,205.04,9,0,0,9,Pendiente,Pendiente,,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,25.6439468,-103.4282388,0.0,0.0,0,0.0,0.0,24.0,8,1,5.0
353738102802269,TRACSA - H101181M,NEW HOLLAND AG,TS6000,4WD,2021-10-07,H101181M,TRACSAGRAL,Rincon de Romos,Aguascalientes,5307.78,79.2,18,0,0,18,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,22.1798245,-102.2848013,0.0,0.0,0,0.0,0.0,24.0,9,0,5.0
353738102802277,ATN - S204540M,NEW HOLLAND AG,6610S HERENCIA,2WD,2021-11-01,S204540M,ATN,Jimenez,Chihuahua,1793.94,477.62,7,2,0,5,Pendiente,Cerrada,Cerrada,Pendiente,Pendiente,Pendiente,PorVencer,,,26.9998196,-105.0436693,0.0,0.0,0,0.0,0.0,24.0,7,2,5.0
353738102802350,TRACSA - 5800462M,NEW HOLLAND AG,7810,4WD,2021-11-01,5800462M,TRACSAGRAL,San Pedro Tlaquepaque,Jalisco,398.53,0.52,2,1,0,1,Cerrada,Pendiente,,,,,,,,20.5787198,-103.3421708,0.0,0.0,0,0.0,0.0,24.0,2,7,5.0
353738102803010,ATC - S507525M,NEW HOLLAND AG,7610S,LODERO,2021-11-19,S507525M,ATC,San Luis de la Paz,Guanajuato,5328.3,1.79,16,5,11,11,,,Cerrada,Cerrada,CerradaFuera,Cerrada,Cerrada,Cerrada,CerradaFuera,21.2499968,-100.7402335,0.0,0.0,0,0.0,0.0,24.0,7,2,5.0
353738102805650,ALTENOS - S204549M,NEW HOLLAND AG,6610S HERENCIA,2WD,2021-11-11,S204549M-8086385,altenos,Ojocaliente,Zacatecas,7.58,0.02,0,0,0,0,,,,,,,,,,22.5931956,-102.072881,0.0,0.0,0,0.0,0.0,24.0,0,9,5.0
353738102805668,DASSA - S507519M,NEW HOLLAND AG,Desconocido,Desconocido,2021-11-11,S507519M-8086251,DASSA,Ahome,Sinaloa,3138.8,22.14,0,0,0,0,,,,,,,,,,25.9308306,-109.1022891,0.0,0.0,0,0.0,0.0,24.0,0,9,5.0
353738102805692,S402608M/MAD,NEW HOLLAND AG,5610S,Desconocido,2021-08-02,S402608M,Desconocido,Desconocido,Desconocido,0.0,0.0,0,0,0,0,,,,,,,,,,18.5629303,-98.4497795,0.0,0.0,0,0.0,0.0,0.0,0,9,5.0
353738102805700,ATC - S306224M,NEW HOLLAND AG,6610S HERENCIA,4WD,2021-10-27,S306224M-8086056,ATC,Colon,Queretaro,3814.61,180.89,13,2,11,11,Cerrada,Cerrada,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,20.7711715,-100.0579705,0.0,0.0,0,0.0,0.0,24.0,9,0,5.0
353738102805742,DASSA - NH09823M,NEW HOLLAND AG,TS6.125,FWD 8X8 PS CABINA,2021-11-19,NH09823M-001870241,DASSA,Guasave,Sinaloa,2948.85,61.28,9,7,0,2,Cerrada,,Cerrada,Cerrada,Cerrada,Cerrada,Cerrada,Pendiente,Pendiente,25.6670293,-108.6782383,0.0,0.0,0,0.0,0.0,24.0,8,1,5.0
353738102805791,TRACSA - S206232M,NEW HOLLAND AG,6610S HERENCIA,4WD,2021-11-11,S306232M,TRACSAGRAL,San Juanito de Escobedo,Jalisco,2393.35,11.11,9,0,0,9,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,PorVencer,20.707119,-103.9664615,0.0,0.0,0,0.0,0.0,24.0,9,0,5.0
353738102805817,TRACSA - 5800479M,NEW HOLLAND AG,6810,4WD,2021-11-19,5800479M,TRACSAGRAL,Tacambaro,Michoacan de Ocampo,2357.53,33.61,8,1,0,7,Cerrada,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,,19.1411528,-101.4667901,0.0,0.0,0,0.0,0.0,24.0,8,1,5.0
353738102805924,5800123M MAD HGO,NEW HOLLAND AG,6810,Desconocido,2021-07-19,5800123M-727261682,MADISAGRAL,Pedro Escobedo,Queretaro,4736.93,269.71,31,2,0,29,Cerrada,,,,,,,,,20.4957461,-100.0317361,0.0,0.0,0,0.0,0.0,24.0,1,8,5.0
353738102807649,580N,CASE CE,580N,Desconocido,2021-07-19,JJGN58NRCLC771572,Desconocido,Desconocido,Desconocido,0.0,0.0,0,0,0,0,,,,,,,,,,16.9232875,-96.6059466,0.0,0.0,0,0.0,0.0,0.0,0,9,5.0
353738102807664,353738102807664,Desconocido,Desconocido,Desconocido,2021-01-25,Desconocido,Desconocido,Desconocido,Desconocido,0.0,0.0,0,0,0,0,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9,5.0
353738102807672,TRACSA - S507504M,NEW HOLLAND AG,7610S,4WD,2021-10-27,S507504M,TRACSAGRAL,Vicente Guerrero,Durango,2643.32,465.07,8,0,0,8,,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,24.008544,-103.5354798,0.0,0.0,0,0.0,0.0,24.0,8,1,5.0
353738102807805,AGROEQUIPOS - S507326M,NEW HOLLAND AG,Desconocido,4WD,2021-01-25,S507326M,AGROEQUIPOS,Cintalapa,Chiapas,3949.69,56.37,9,0,0,9,,,,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,16.7182623,-93.651358,0.0,0.0,0,0.0,0.0,24.0,6,3,5.0
353738102807847,353738102807847,Desconocido,Desconocido,Desconocido,2021-01-25,Desconocido,TRACSAGRAL,Abasolo,Nuevo Leon,0.0,0.0,0,0,0,0,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,0,9,5.0
353738102810890,353738102810890,Desconocido,Desconocido,Desconocido,2021-07-19,Desconocido,TRACSAGRAL,Abasolo,Nuevo Leon,0.0,0.0,0,0,0,0,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,0,9,5.0
353738102810908,T049658M/MADISA,NEW HOLLAND AG,TT75,FWD,2020-11-25,T049658M-715330245,MADISAGRAL,Honey,Puebla,420.75,72.14,2,0,0,2,Pendiente,Pendiente,,,,,,,,20.220547,-98.2647735,0.0,0.0,0,0.0,0.0,24.0,2,7,6.0
353738102810916,MAQUIRENT-353738102810916,CASE CE,580N,Desconocido,1900-01-01,JJGN58NRCKC761664,MAQUIRENT,Abasolo,Nuevo Leon,0.0,0.0,0,0,0,0,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,0,9,126.0
353738102810924,ARBSA - S306226M,NEW HOLLAND AG,6610S HERENCIA,4WD,2021-10-27,S306226M-8086387,ARBSA,Caborca,Sonora,4126.06,240.8,14,9,5,5,Cerrada,Cerrada,Cerrada,Cerrada,Cerrada,Cerrada,Cerrada,Cerrada,CerradaFuera,30.7565655,-112.8118453,0.0,0.0,0,0.0,0.0,24.0,9,0,5.0
353738102810957,MAQUIRENT-353738102810957,Desconocido,Desconocido,Desconocido,1900-01-01,AIN16358TN3030833,Desconocido,Desconocido,Desconocido,0.0,0.0,0,0,0,0,,,,,,,,,,17.064456,-96.6751813,0.0,0.0,0,0.0,0.0,0.0,0,9,126.0
353738102811153,48-P023147-TT75,NEW HOLLAND AG,TT75,FWD,2021-07-19,T049490M-715307453,MADISAGRAL,Tizayuca,Hidalgo,5911.14,158.3,18,1,0,17,Cerrada,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,,,Pendiente,19.8243886,-98.9594958,0.0,0.0,0,0.0,0.0,24.0,7,2,5.0
353738102811203,HFJ179609,CASE IH,90JX,Desconocido,2021-07-19,Desconocido,TRACSAGRAL,Abasolo,Nuevo Leon,0.0,0.0,0,0,0,0,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,0,9,5.0
353738102811211,HFJ179618,Desconocido,Desconocido,Desconocido,2021-07-19,Desconocido,TRACSAGRAL,Abasolo,Nuevo Leon,0.0,0.0,0,0,0,0,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,0,9,5.0
353738102811385,ENAGRI - NH09809M,NEW HOLLAND AG,TS6.125,2WD 8X8 PS CABINA,2021-10-21,NH09809M-001854357,ENAGRI,Culiacan,Sinaloa,876.63,3049.78,4,4,0,0,Cerrada,Cerrada,Cerrada,Cerrada,,,,,,24.938356,-107.3839096,0.0,0.0,0,0.0,0.0,24.0,4,5,5.0
353738102811955,ARBSA - NH09819M,NEW HOLLAND AG,TS6.140,FWD 8X8 PS,2024-02-03,NH09819M-001866063,ARBSA,Hermosillo,Sonora,3317.6,34.76,11,7,3,4,Cerrada,Cerrada,Cerrada,Pendiente,Cerrada,Cerrada,Cerrada,Cerrada,CerradaFuera,28.9622595,-111.6754176,0.0,0.0,0,0.0,0.0,24.0,9,0,2.0
353738102813357,HFJ179614,NEW HOLLAND AG,6610S,2WD,2023-03-03,V214639-8R08A,AGROCISAGRAL,La Barca,Jalisco,2645.15,378.34,1,1,0,0,,,,,,,,,Cerrada,20.3040496,-102.5442438,0.0,0.0,0,0.0,0.0,24.0,1,8,3.0
353738102813555,TRACSA - 5800472M,NEW HOLLAND AG,6810,4WD,2021-11-09,5800472M,TRACSAGRAL,Ixtlan del Rio,Nayarit,1290.55,5236.21,5,0,0,5,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,,,,,20.8986543,-104.4724635,0.0,0.0,0,0.0,0.0,24.0,5,4,5.0
353738102813589,353738102813589,Desconocido,Desconocido,Desconocido,,Desconocido,Desconocido,Desconocido,Desconocido,0.0,0.0,0,0,0,0,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9,
353738102813639,ATC - 5800459M,NEW HOLLAND AG,7810,4WD,2021-10-28,5800459M-728325644,ATC,Vicente Guerrero,Durango,142.65,676.31,1,1,0,0,Cerrada,,,,,,,,,23.8366001,-103.7575265,0.0,0.0,0,0.0,0.0,24.0,1,8,5.0
353738102813761,ARBSA - NH09817M,NEW HOLLAND AG,TS6.125,FWD 8X8 PS,2021-11-09,NH09817M-001854386,ARBSA,Huatabampo,Sonora,4387.02,24.86,15,1,13,14,Cerrada,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,Pendiente,CerradaFuera,26.9058316,-109.5873945,0.0,0.0,0,0.0,0.0,24.0,9,0,5.0
353738102813829,353738102813829,NEW HOLLAND AG,6810,4WD,2023-07-21,5801313M-727366679,AGROEQUIPOS,Chahuites,Oaxaca,323.87,90.21,2,2,0,0,Cerrada,Cerrada,,,,,,,,16.2818205,-94.198922,0.0,0.0,0,0.0,0.0,24.0,2,7,3.0
353738102813910,AGROCISA - S306234M,NEW HOLLAND AG,6610S HERENCIA,4WD,2021-11-19,S306234M-8085294,AGROCISAGRAL,Acatic,Jalisco,1443.68,3.42,5,1,4,4,Cerrada,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,,,,,20.7930883,-102.8769231,0.0,0.0,0,0.0,0.0,24.0,5,4,5.0
353738102813977,AGROCISA - S204547M,NEW HOLLAND AG,6610S HERENCIA,2WD,2021-11-11,S204547M-8085865,AGROCISAGRAL,Amatitan,Jalisco,188.06,36.72,1,0,1,1,CerradaFuera,,,,,,,,,20.8442491,-103.6637603,0.0,0.0,0,0.0,0.0,24.0,1,8,5.0
353738102813985,TEPSA - S204551M,NEW HOLLAND AG,6610S HERENCIA,2WD,2021-11-11,S204551M-8086389,TEPSA,Atlixco,Puebla,1438.46,111.78,5,0,3,5,CerradaFuera,CerradaFuera,CerradaFuera,Pendiente,Pendiente,,,,,18.937598,-98.387695,0.0,0.0,0,0.0,0.0,24.0,5,4,5.0
353738102814504,353738102814504,CASE IH,FARMALL N 75,2WD/4WD,2023-04-20,ZNJF01247-000675037,AGROCISAGRAL,La Barca,Jalisco,22.72,2.14,0,0,0,0,,,,,,,,,,20.2981111,-102.5437321,0.0,0.0,0,0.0,0.0,24.0,0,9,3.0
353738102814538,353738102814538,NEW HOLLAND AG,Desconocido,Desconocido,2021-01-25,BF75-4390731,AGROCISAGRAL,Atotonilco el Alto,Jalisco,7951.98,1.47,0,0,0,0,,,,,,,,,,20.5503488,-102.628655,0.0,0.0,0,0.0,0.0,24.0,0,9,5.0
353738102814603,AGROCISA-S507523M-7610S HERENCIA,NEW HOLLAND AG,7610S,2WD,2021-11-09,S507523M-8086273,AGROCISAGRAL,Apaseo el Alto,Guanajuato,6662.53,505.08,21,7,14,14,Cerrada,Cerrada,Cerrada,,Cerrada,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,20.426446,-100.5594643,0.0,0.0,0,0.0,0.0,24.0,8,1,5.0
353738102814611,JORDAN-CF03429M. ROANO,CASE IH,110A,"2wd, 4WD, ROPs, Cabina",2020-12-21,CF03429M,JORDAN,San Luis Rio Colorado,Sonora,3102.13,2049.59,0,0,0,0,,,,,,,,,,32.4194206,-115.1265528,0.0,0.0,0,0.0,0.0,24.0,0,9,6.0
353738102814777,TRACSA - NH09803M,NEW HOLLAND AG,TS6.125,FWD 16X8 PS,2021-10-19,NH09803M,TRACSAGRAL,Romita,Guanajuato,2455.64,209.91,9,2,0,7,Cerrada,Cerrada,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,20.8633295,-101.535496,0.0,0.0,0,0.0,0.0,24.0,9,0,5.0
353738102814785,ENAGRI - NH9793M,NEW HOLLAND AG,TS6.125,FWD 8X8 PS,2021-10-19,NH09793M-001860224,ENAGRI,Culiacan,Sinaloa,2262.33,202.58,8,6,0,2,Cerrada,Cerrada,Cerrada,Cerrada,Cerrada,Cerrada,Pendiente,Pendiente,,24.7106826,-107.4578276,0.0,0.0,0,0.0,0.0,24.0,8,1,5.0
353738102814801,ALTENOS - NH09784M,NEW HOLLAND AG,TS6.120,FWD 8X8 PS,2021-10-19,NH09784M-001871464,altenos,San Juan de los Lagos,Jalisco,1182.53,202.31,5,3,2,2,Cerrada,Cerrada,Cerrada,CerradaFuera,CerradaFuera,,,,,21.2481253,-102.5092741,0.0,0.0,0,0.0,0.0,24.0,5,4,5.0
353738102815071,MADISA - S507492M,NEW HOLLAND AG,Desconocido,Desconocido,2021-10-29,S507492M-8085288,MADISAGRAL,San Juan Bautista Tuxtepec,Oaxaca,4331.76,20.28,0,0,0,0,,,,,,,,,,18.2403531,-95.8950945,0.0,0.0,0,0.0,0.0,24.0,0,9,5.0
353738102815121,353738102815121,Desconocido,Desconocido,Desconocido,2021-07-19,Desconocido,AGROCISAGRAL,Abasolo,Nuevo Leon,0.0,0.0,0,0,0,0,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,0,9,5.0
353738102815139,ALTENOS - NH09830M,NEW HOLLAND AG,TS6.120,FWD 16X8 PS,2021-11-11,NH09830M-001869409,altenos,Ayapango,Mexico,2154.79,407.07,7,1,6,6,Cerrada,,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,,19.0953365,-98.8791701,0.0,0.0,0,0.0,0.0,24.0,7,2,5.0
353738102815147,DASSA - S507478M,NEW HOLLAND AG,Desconocido,Desconocido,2021-10-01,S507478M-8085711,DASSA,Los Mochis,Sinaloa,1414.45,286.43,2,2,0,0,Cerrada,Cerrada,,,,,,,,25.7578395,-108.809107,0.0,0.0,0,0.0,0.0,24.0,2,7,5.0
353738102815154,TEPSA - S402664M,NEW HOLLAND AG,Desconocido,Desconocido,2021-11-09,S402664M-8086259,TEPSA,Quecholac,Puebla,2219.06,47.61,0,0,0,0,,,,,,,,,,18.8928166,-97.6429953,0.0,0.0,0,0.0,0.0,24.0,0,9,5.0
353738102815162,ARBSA - NH09820M,NEW HOLLAND AG,TS6.125,FWD 8X8 PS,2022-12-02,NH09820M-001870295,ARBSA,Cajeme,Sonora,1473.17,131.58,5,5,0,0,Cerrada,Cerrada,Cerrada,Cerrada,Cerrada,,,,,27.372609,-110.2851216,0.0,0.0,0,0.0,0.0,24.0,5,4,4.0
353738102815170,353738102815170,Desconocido,Desconocido,Desconocido,,Desconocido,Desconocido,Desconocido,Desconocido,0.0,0.0,0,0,0,0,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9,
353738102815196,TEPSA MATRIZ - M011,NEW HOLLAND AG,TT4.90,Desconocido,2021-09-19,NH1528918,TEPSA,Tepetitla de Lardizabal,Tlaxcala,1634.78,59.43,0,0,0,0,,,,,,,,,,19.3103681,-98.387475,16.38,4.39,17,3.32,3.27,20.73,0,9,5.0
353738102815683,ATC - 353738102815683,NEW HOLLAND AG,6610S HERENCIA,LODERO,2024-02-08,S306147M-8077530,ATN,Comonfort,Guanajuato,1413.13,337.89,49,4,1,45,Cerrada,Cerrada,Cerrada,Cerrada,CerradaFuera,,,,,20.7287471,-100.7765105,0.0,0.0,0,0.0,0.0,24.0,5,4,2.0
353738102815691,MADISA - S507506M,NEW HOLLAND AG,7610S HERENCIA,4WD,2021-10-27,S507506M-8086477,MADISAGRAL,Othon P. Blanco,Quintana Roo,2313.95,46.85,2,0,1,2,,,,,,,Pendiente,CerradaFuera,,17.9637536,-88.8809088,0.0,0.0,0,0.0,0.0,24.0,2,7,5.0
353738102815709,TEPSA - S204541M,NEW HOLLAND AG,6610S HERENCIA,2WD,2021-10-27,S204541M-8085869,TEPSA,San Nicolas Buenos Aires,Puebla,143.12,864.83,1,1,0,0,Cerrada,,,,,,,,,19.1656735,-97.5564175,0.0,0.0,0,0.0,0.0,24.0,1,8,5.0
353738102815923,ARBSA - NH09788M,NEW HOLLAND AG,TS6.125,FWD 8X8 PS,2022-08-16,NH09788M-001856020,ARBSA,Cajeme,Sonora,1349.43,164.8,5,4,1,1,Cerrada,Cerrada,Cerrada,Cerrada,CerradaFuera,,,,,27.4072736,-110.245196,0.0,0.0,0,0.0,0.0,24.0,5,4,4.0
353738102816228,TRACTIESA-R-353738102816228,NEW HOLLAND AG,TT75,2WD R30/R38,2022-08-12,T050043M,TRACTIESA,Atlacomulco,Mexico,2489.4,11.62,9,2,4,7,Cerrada,Cerrada,EnProceso,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,Pendiente,Pendiente,19.8296695,-99.759818,0.0,0.0,0,0.0,0.0,24.0,9,0,4.0
353738102816236,MADISA - NH09813M,NEW HOLLAND AG,TS6.110,FWD 8X8 PS,2021-11-11,NH09813M-001880007,MADISAGRAL,El Naranjo,San Luis Potosi,3599.69,149.92,13,1,1,12,Cerrada,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,22.2538613,-99.2769861,0.0,0.0,0,0.0,0.0,24.0,9,0,5.0
353738102816400,353738102816400,Desconocido,Desconocido,Desconocido,2021-01-25,Desconocido,Desconocido,Desconocido,Desconocido,0.0,0.0,0,0,0,0,,,,,,,,,,25.7104656,-100.5159735,0.0,0.0,0,0.0,0.0,0.0,0,9,5.0
